frame_idx,text,counter,crc_ok,comm_evm_db,sense_evm_db,sense_ber,cfo_hz,amp,ovf,direct_db,noise_floor_db,n_echoes,echoes_m,jcas_status,jcas_amp_hp_db,jcas_doppler_hp_hz,jcas_score,jcas_threshold,jcas_object_detected,habs_1,habs_2,habs_3,habs_4,habs_5,habs_6,habs_7,habs_8,habs_9,habs_10,habs_11,habs_12,habs_13,habs_14,habs_15,habs_16,habs_17,habs_18,habs_19,habs_20,habs_21,habs_22,habs_23,habs_24,habs_25,habs_39,habs_40,habs_41,habs_42,habs_43,habs_44,habs_45,habs_46,habs_47,habs_48,habs_49,habs_50,habs_51,habs_52,habs_53,habs_54,habs_55,habs_56,habs_57,habs_58,habs_59,habs_60,habs_61,habs_62,habs_63
20,STEI,200,1,-11.56,-9.89,0.0000,-3188,0.0908,0,-28.0,-54.8,0,,CLEAR,-0.213,5365.964,0.950,2.500,0,0.10890,0.08989,0.10705,0.11974,0.10820,0.09374,0.09922,0.08431,0.09985,0.09590,0.10673,0.08950,0.08550,0.06567,0.07513,0.05995,0.07756,0.04758,0.05782,0.03244,0.06006,0.04912,0.06306,0.05321,0.06734,0.14326,0.14128,0.13738,0.14604,0.14225,0.16243,0.13673,0.14767,0.15080,0.14836,0.12844,0.12319,0.12246,0.12959,0.10519,0.12188,0.10367,0.12232,0.09976,0.12930,0.10156,0.12141,0.09343,0.11488,0.09404
21,STEI,201,1,-10.73,-8.91,0.0000,-15443,0.0912,0,-28.4,-55.1,0,,CLEAR,-0.152,-8029.684,0.649,2.500,0,0.09982,0.08938,0.08197,0.10156,0.09578,0.09199,0.10235,0.10950,0.10613,0.09386,0.10169,0.09480,0.11092,0.05244,0.05784,0.05099,0.06214,0.03473,0.03849,0.04907,0.06507,0.04504,0.06151,0.06687,0.08248,0.12512,0.14472,0.12773,0.14808,0.13984,0.14885,0.11777,0.13255,0.12819,0.14987,0.11680,0.13573,0.11753,0.10888,0.12298,0.11261,0.10304,0.10801,0.10239,0.11843,0.09143,0.10075,0.09141,0.11312,0.10785
22,STEI,202,1,-13.43,-9.42,0.0000,3960,0.0909,0,-27.9,-54.8,0,,CLEAR,-0.156,-1983.179,0.779,2.500,0,0.09279,0.10517,0.10129,0.10533,0.10851,0.11184,0.11011,0.10392,0.07762,0.08998,0.08692,0.08175,0.08767,0.07558,0.06068,0.07151,0.05291,0.03750,0.04800,0.03776,0.05029,0.04695,0.05186,0.06005,0.06729,0.13707,0.13053,0.14097,0.13686,0.13976,0.14190,0.14187,0.13793,0.13383,0.14408,0.14172,0.13391,0.14126,0.13149,0.11633,0.11999,0.10988,0.11360,0.09810,0.11970,0.09723,0.12472,0.10805,0.11364,0.12090
23,STEI,203,1,-11.18,-9.75,0.0000,-13223,0.0908,0,-28.3,-55.6,0,,CLEAR,-0.124,-5125.838,0.623,2.500,0,0.09443,0.09268,0.10347,0.10291,0.09361,0.09500,0.09116,0.09076,0.10829,0.08080,0.09868,0.09239,0.09312,0.06905,0.06963,0.06579,0.06314,0.05755,0.05488,0.03235,0.05326,0.04947,0.06825,0.05414,0.07211,0.14498,0.12776,0.14255,0.14719,0.13075,0.13385,0.12619,0.13336,0.13151,0.14961,0.12267,0.13643,0.11042,0.13420,0.09832,0.11498,0.09410,0.12799,0.09419,0.13081,0.09683,0.11881,0.09693,0.10847,0.08377
24,STEI,204,1,-11.10,-10.66,0.0000,-5840,0.0909,0,-27.8,-54.9,0,,CLEAR,-0.080,2334.062,0.402,2.500,0,0.09932,0.11390,0.09970,0.10350,0.11068,0.10658,0.09810,0.09441,0.11915,0.09057,0.10515,0.08887,0.09443,0.07301,0.07820,0.06099,0.07959,0.03684,0.05761,0.03745,0.06217,0.05256,0.07255,0.05121,0.06694,0.14059,0.14217,0.13755,0.13333,0.13635,0.15615,0.14105,0.13289,0.13616,0.14845,0.14488,0.14313,0.12848,0.14061,0.11067,0.13035,0.09847,0.12830,0.09872,0.12910,0.09968,0.11892,0.08308,0.12323,0.09718
25,STEI,205,1,-11.25,-12.12,0.0000,9320,0.0913,0,-27.7,-54.6,0,,CLEAR,-0.047,-564.614,0.233,2.500,0,0.08607,0.12276,0.09640,0.10584,0.08405,0.10705,0.08522,0.12350,0.09113,0.11193,0.09301,0.09629,0.08872,0.09196,0.07799,0.06062,0.05589,0.04905,0.05088,0.05923,0.06904,0.05993,0.07091,0.07240,0.08350,0.15461,0.13611,0.15017,0.14536,0.14731,0.13788,0.15015,0.14258,0.14538,0.14009,0.13984,0.13297,0.12753,0.13573,0.10667,0.11886,0.12887,0.12317,0.11584,0.12054,0.10948,0.11579,0.10960,0.13463,0.10394
26,STEI,206,1,-11.18,-11.14,0.0000,-4461,0.0913,0,-28.0,-54.6,0,,CLEAR,-0.037,-6369.551,0.217,2.500,0,0.10320,0.09699,0.11024,0.09839,0.10435,0.09606,0.11365,0.10379,0.11115,0.10532,0.09507,0.09190,0.07286,0.07263,0.08494,0.06024,0.05612,0.04372,0.06079,0.04441,0.07018,0.05687,0.07147,0.07529,0.07536,0.15451,0.15258,0.14574,0.15290,0.13203,0.13688,0.11339,0.14390,0.13256,0.15885,0.14997,0.13123,0.11225,0.11889,0.09940,0.13205,0.11184,0.12128,0.09302,0.12885,0.10523,0.10822,0.09587,0.12018,0.09821
27,STEI,207,1,-11.64,-12.11,0.0000,6861,0.0910,0,-28.0,-55.5,0,,CLEAR,-0.071,1058.952,0.353,2.500,0,0.08806,0.09524,0.11257,0.08503,0.09532,0.09957,0.11171,0.10272,0.10107,0.09220,0.11173,0.09967,0.07013,0.08767,0.07305,0.07044,0.05991,0.05817,0.06123,0.04614,0.06512,0.05254,0.07468,0.05749,0.09098,0.14038,0.14150,0.15325,0.15251,0.15106,0.15305,0.14123,0.14135,0.14105,0.13403,0.14273,0.11924,0.12643,0.13724,0.11896,0.12660,0.10841,0.12980,0.10919,0.11096,0.11242,0.11539,0.09708,0.10988,0.10890
28,STEI,208,1,-11.81,-10.15,0.0000,-2579,0.0910,0,-28.2,-54.7,0,,CLEAR,-0.067,-8107.800,0.361,2.500,0,0.10639,0.10440,0.09880,0.11170,0.09837,0.10379,0.10797,0.10392,0.09149,0.10006,0.10146,0.07837,0.07818,0.06757,0.06883,0.05064,0.05718,0.04301,0.05397,0.04620,0.05173,0.05188,0.05820,0.05493,0.06858,0.14946,0.14013,0.15211,0.15465,0.13654,0.14202,0.13899,0.15206,0.13702,0.12858,0.13750,0.12532,0.10758,0.12977,0.10876,0.12005,0.10138,0.10008,0.09913,0.10687,0.09802,0.12595,0.10047,0.10972,0.10092
29,STEI,209,1,-12.41,-11.18,0.0000,15545,0.0916,0,-27.9,-55.4,0,,CLEAR,-0.008,-1644.412,0.047,2.500,0,0.09037,0.09932,0.10274,0.10221,0.10434,0.10147,0.09944,0.10901,0.10258,0.09612,0.11164,0.09621,0.08707,0.07106,0.07506,0.06825,0.05055,0.05173,0.04084,0.04197,0.04522,0.04036,0.06166,0.07669,0.07099,0.13976,0.14841,0.13659,0.14940,0.14964,0.14469,0.14249,0.12183,0.13046,0.13316,0.12049,0.12543,0.14053,0.12743,0.11324,0.12708,0.12343,0.12190,0.10511,0.13581,0.09664,0.11931,0.08857,0.12246,0.10722
30,STEI,210,1,-9.43,-9.01,0.0000,-11621,0.0916,0,-28.2,-54.4,0,,CLEAR,0.003,-619.205,0.018,2.500,0,0.10295,0.10215,0.10054,0.10378,0.09647,0.10550,0.09783,0.09670,0.09206,0.09337,0.09593,0.08871,0.09864,0.07613,0.08312,0.06051,0.06409,0.05701,0.05610,0.03614,0.04734,0.03559,0.07751,0.07154,0.07142,0.13746,0.13601,0.13543,0.15036,0.13525,0.13399,0.12892,0.15503,0.13619,0.14040,0.11190,0.14811,0.12514,0.12388,0.11899,0.12779,0.09614,0.12539,0.09321,0.12341,0.09701,0.10285,0.08602,0.13275,0.09014
31,STEI,211,1,-12.83,-12.23,0.0000,-373,0.0913,0,-27.7,-55.1,0,,CLEAR,-0.029,1902.228,0.149,2.500,0,0.11237,0.11281,0.09029,0.08887,0.11455,0.10127,0.10166,0.11786,0.11243,0.09434,0.10061,0.09741,0.09497,0.06987,0.08616,0.06588,0.05972,0.05162,0.04867,0.04171,0.07503,0.06094,0.05959,0.06550,0.08342,0.14177,0.14787,0.14240,0.13707,0.14425,0.14624,0.14130,0.14383,0.13249,0.14159,0.11905,0.14371,0.12288,0.12740,0.10997,0.11896,0.11956,0.13743,0.10849,0.12588,0.12418,0.10827,0.11884,0.11040,0.10492
32,STEI,212,1,-11.79,-12.05,0.0000,-466,0.0909,0,-27.8,-54.9,0,,CLEAR,-0.064,5903.878,0.340,2.500,0,0.10754,0.11540,0.08473,0.10494,0.10490,0.10463,0.10431,0.10763,0.11517,0.10133,0.09518,0.08519,0.09835,0.08016,0.07461,0.05622,0.05711,0.04785,0.05876,0.05936,0.06850,0.04929,0.07570,0.07085,0.08317,0.14280,0.14713,0.15449,0.14039,0.15327,0.14491,0.13814,0.14813,0.12764,0.13122,0.13909,0.12652,0.11897,0.11574,0.10486,0.12309,0.11697,0.12843,0.12011,0.11977,0.11193,0.12421,0.09665,0.11089,0.09731
33,STEI,213,1,-12.83,-10.90,0.0000,-7219,0.0912,0,-27.7,-55.4,0,,CLEAR,-0.037,-8949.936,0.242,2.500,0,0.10095,0.10164,0.11237,0.11380,0.10475,0.10597,0.11635,0.11793,0.09559,0.09514,0.10494,0.08488,0.09877,0.08340,0.09509,0.07430,0.05628,0.04379,0.04836,0.03891,0.05791,0.05806,0.07619,0.04769,0.07621,0.14445,0.14199,0.15137,0.15185,0.14612,0.13983,0.13362,0.14206,0.13477,0.15027,0.12931,0.15779,0.11510,0.11765,0.11468,0.11369,0.11051,0.12811,0.09083,0.11485,0.10213,0.12700,0.09150,0.12110,0.10660
34,STEI,214,1,-11.05,-11.28,0.0000,189,0.0915,0,-28.0,-54.4,0,,CLEAR,-0.009,3010.534,0.065,2.500,0,0.09479,0.10985,0.10310,0.09722,0.10553,0.08440,0.11063,0.10866,0.09635,0.11154,0.08739,0.10204,0.08369,0.06555,0.07505,0.06392,0.05751,0.05578,0.05805,0.03930,0.05028,0.06160,0.05236,0.06434,0.06012,0.13803,0.14661,0.13914,0.15132,0.14168,0.13884,0.12817,0.13230,0.13671,0.13664,0.13402,0.14797,0.12342,0.12392,0.11633,0.11408,0.11510,0.12967,0.10636,0.13038,0.09805,0.10315,0.08777,0.12531,0.09216
35,STEI,215,1,-9.88,-9.84,0.0000,-4103,0.0916,0,-28.3,-54.6,0,,CLEAR,0.001,-9856.175,0.173,2.500,0,0.10832,0.09484,0.09698,0.09807,0.09341,0.10039,0.10891,0.09250,0.09733,0.09327,0.08320,0.08983,0.09086,0.06591,0.07654,0.06063,0.06261,0.03434,0.05879,0.05271,0.04717,0.05047,0.07305,0.06307,0.07208,0.14794,0.15410,0.13847,0.13907,0.14722,0.13481,0.12978,0.14666,0.13001,0.14849,0.13532,0.14586,0.11542,0.13017,0.11059,0.11448,0.10027,0.11021,0.09073,0.12786,0.10233,0.11957,0.08298,0.10238,0.09808
36,STEI,216,1,-10.14,-10.53,0.0000,10009,0.0913,0,-28.1,-55.5,0,,CLEAR,-0.023,208.703,0.113,2.500,0,0.07830,0.10410,0.09051,0.10389,0.10000,0.11005,0.09741,0.10334,0.10470,0.11012,0.08758,0.07462,0.08263,0.07517,0.07035,0.06681,0.04102,0.04558,0.04765,0.05981,0.05744,0.05421,0.05843,0.06254,0.06174,0.14432,0.14276,0.14103,0.15418,0.14927,0.15829,0.13870,0.14006,0.13831,0.13709,0.14716,0.13339,0.13209,0.13178,0.12612,0.12707,0.10955,0.10644,0.11020,0.11203,0.11679,0.10481,0.09609,0.11364,0.11101
37,STEI,217,1,-10.90,-11.48,0.0000,4557,0.0916,0,-28.1,-56.2,0,,CLEAR,0.009,-9230.001,0.167,2.500,0,0.08783,0.09356,0.09327,0.10209,0.08723,0.10762,0.09202,0.11225,0.10266,0.10314,0.09308,0.09252,0.09791,0.06439,0.08395,0.05939,0.05591,0.05836,0.07158,0.04825,0.06157,0.05669,0.06196,0.05734,0.06961,0.15696,0.14284,0.13948,0.14583,0.13877,0.13811,0.13245,0.12972,0.13695,0.14165,0.13335,0.12710,0.12604,0.12412,0.11453,0.12866,0.10001,0.12666,0.10555,0.12372,0.11075,0.11184,0.10806,0.10793,0.08411
38,STEI,218,1,-10.26,-9.97,0.0000,-7857,0.0914,0,-27.9,-54.6,0,,CLEAR,-0.021,-6519.153,0.143,2.500,0,0.10924,0.09897,0.08192,0.09761,0.11172,0.10063,0.11199,0.10855,0.10829,0.10140,0.10888,0.08467,0.09550,0.06853,0.07463,0.05634,0.06012,0.03906,0.04629,0.05658,0.05816,0.04229,0.08091,0.04973,0.07800,0.14956,0.14276,0.13742,0.14634,0.15246,0.14005,0.14183,0.14808,0.12509,0.13986,0.12643,0.14299,0.12471,0.13697,0.10348,0.11974,0.10529,0.11613,0.10316,0.11976,0.10384,0.13001,0.09597,0.11806,0.10651
39,STEI,219,1,-11.55,-12.13,0.0000,7567,0.0915,0,-27.7,-55.8,0,,CLEAR,-0.007,-3.142,0.037,2.500,0,0.09331,0.09616,0.09768,0.11621,0.11914,0.10994,0.09701,0.11317,0.10558,0.09784,0.09969,0.09854,0.09263,0.09493,0.07820,0.06400,0.06162,0.04067,0.05473,0.04409,0.05015,0.05615,0.06169,0.05962,0.08073,0.13875,0.14778,0.15135,0.14460,0.16741,0.14139,0.14104,0.15232,0.12499,0.15003,0.12872,0.13165,0.12434,0.13178,0.12584,0.13207,0.13166,0.12268,0.09217,0.11858,0.11841,0.10600,0.10124,0.11523,0.10022
40,STEI,220,1,-11.78,-11.39,0.0000,5655,0.0917,0,-28.0,-56.4,0,,CLEAR,0.011,7160.034,0.126,2.500,0,0.09460,0.09848,0.09805,0.10648,0.10332,0.10187,0.10973,0.10802,0.10499,0.10072,0.10425,0.08952,0.06200,0.07204,0.07745,0.07255,0.05345,0.05695,0.04064,0.04360,0.06824,0.05677,0.06290,0.07300,0.07931,0.15728,0.15176,0.14965,0.14681,0.15538,0.14690,0.14346,0.14068,0.14516,0.14430,0.12808,0.12255,0.12419,0.12486,0.11193,0.11478,0.11229,0.10764,0.10930,0.11408,0.10819,0.11974,0.08699,0.12045,0.10475
