frame_idx,text,counter,crc_ok,comm_evm_db,sense_evm_db,sense_ber,cfo_hz,amp,ovf,direct_db,noise_floor_db,n_echoes,echoes_m,jcas_status,jcas_amp_hp_db,jcas_doppler_hp_hz,jcas_score,jcas_threshold,jcas_object_detected,habs_1,habs_2,habs_3,habs_4,habs_5,habs_6,habs_7,habs_8,habs_9,habs_10,habs_11,habs_12,habs_13,habs_14,habs_15,habs_16,habs_17,habs_18,habs_19,habs_20,habs_21,habs_22,habs_23,habs_24,habs_25,habs_39,habs_40,habs_41,habs_42,habs_43,habs_44,habs_45,habs_46,habs_47,habs_48,habs_49,habs_50,habs_51,habs_52,habs_53,habs_54,habs_55,habs_56,habs_57,habs_58,habs_59,habs_60,habs_61,habs_62,habs_63
11,STEI,51,1,-11.54,-10.52,0.0000,-4584,0.0947,0,-27.9,-53.8,0,,CLEAR,-2.278,3929.599,0.935,2.500,0,0.10602,0.09436,0.11548,0.09834,0.10347,0.10161,0.11161,0.08981,0.12237,0.10723,0.09819,0.09667,0.09564,0.07011,0.06906,0.06628,0.06439,0.04554,0.05412,0.04005,0.04461,0.04025,0.06080,0.05676,0.08096,0.13640,0.14268,0.15377,0.15095,0.13983,0.15726,0.14273,0.14813,0.13177,0.13236,0.12294,0.14603,0.12245,0.13033,0.10096,0.12512,0.12814,0.11902,0.09924,0.11254,0.08907,0.12370,0.09691,0.11768,0.10145
12,STEI,52,1,-11.97,-11.05,0.0000,-2206,0.0945,0,-28.0,-55.3,0,,CLEAR,-1.797,3273.336,0.793,2.500,0,0.09605,0.09887,0.11069,0.08967,0.08897,0.09086,0.10069,0.10302,0.11041,0.09699,0.09962,0.08976,0.08877,0.07380,0.07010,0.05612,0.06775,0.04790,0.05544,0.04973,0.05621,0.06013,0.06673,0.05414,0.07218,0.13000,0.14249,0.13357,0.14314,0.14508,0.15593,0.12735,0.13438,0.13282,0.15841,0.13252,0.14597,0.12662,0.13883,0.11528,0.11818,0.10749,0.13032,0.10259,0.11221,0.10321,0.11291,0.09977,0.11815,0.10658
13,STEI,53,1,-9.56,-8.75,0.0000,-3440,0.0928,0,-28.3,-55.2,0,,CLEAR,-1.703,2654.364,0.821,2.500,0,0.08535,0.07827,0.08958,0.09164,0.10379,0.10784,0.10879,0.10056,0.09633,0.10354,0.08903,0.08263,0.08504,0.06415,0.07255,0.06575,0.06060,0.03517,0.04089,0.04000,0.06274,0.04801,0.05322,0.03785,0.08303,0.14170,0.14069,0.14036,0.15378,0.13934,0.15356,0.14515,0.15469,0.12805,0.15675,0.13033,0.13595,0.12282,0.12760,0.10048,0.12310,0.09869,0.11230,0.10685,0.12574,0.09413,0.10396,0.08971,0.12038,0.10369
14,STEI,54,1,-11.88,-10.86,0.0000,9870,0.0928,0,-27.9,-55.6,0,,CLEAR,-1.455,-4368.220,0.771,2.500,0,0.08796,0.10793,0.09999,0.09585,0.09289,0.11340,0.10206,0.11494,0.10992,0.11558,0.09623,0.09530,0.10407,0.07820,0.07187,0.07777,0.05792,0.04229,0.05554,0.03887,0.05170,0.04649,0.06033,0.04369,0.07137,0.13714,0.14460,0.14290,0.14723,0.14636,0.14731,0.13995,0.13674,0.14985,0.14060,0.13972,0.12956,0.12687,0.11492,0.11356,0.12203,0.09915,0.12340,0.10911,0.12733,0.11300,0.10160,0.09568,0.09866,0.10842
15,STEI,55,1,-12.32,-9.69,0.0000,1880,0.0924,0,-28.0,-54.9,0,,CLEAR,-1.259,-11827.612,0.805,2.500,0,0.09007,0.10503,0.10316,0.11329,0.12337,0.10460,0.08865,0.09629,0.10978,0.08848,0.10486,0.09338,0.08123,0.06525,0.04949,0.07608,0.04932,0.05030,0.05053,0.03791,0.06431,0.03918,0.07273,0.07083,0.07258,0.13376,0.14309,0.13250,0.15209,0.14801,0.13282,0.14061,0.14557,0.14077,0.13536,0.13993,0.14126,0.12887,0.12074,0.10475,0.14138,0.10646,0.10339,0.10974,0.12561,0.10563,0.10501,0.10425,0.10468,0.10343
16,STEI,56,1,-13.29,-11.60,0.0000,-4930,0.0914,0,-27.6,-54.4,0,,CLEAR,-1.114,-11113.128,0.793,2.500,0,0.12049,0.11290,0.09591,0.10436,0.11322,0.11110,0.10867,0.10024,0.10334,0.09672,0.11504,0.09563,0.10143,0.06727,0.08393,0.06740,0.08189,0.06637,0.05114,0.04795,0.07473,0.06455,0.06436,0.05335,0.08083,0.13304,0.14501,0.13064,0.15825,0.14221,0.16114,0.14546,0.15085,0.12800,0.15131,0.13776,0.13004,0.11402,0.13860,0.10633,0.12502,0.10343,0.13600,0.09616,0.13062,0.11374,0.12031,0.10890,0.11380,0.10285
17,STEI,57,1,-10.78,-10.75,0.0000,-17665,0.0913,0,-27.9,-54.7,0,,CLEAR,-0.954,-8652.444,0.791,2.500,0,0.11492,0.10756,0.10476,0.09033,0.10744,0.09652,0.11689,0.08815,0.12021,0.08735,0.11337,0.09106,0.09690,0.08243,0.07895,0.05742,0.06340,0.06018,0.05326,0.04797,0.06571,0.06352,0.05662,0.05229,0.08589,0.14810,0.13722,0.12104,0.15549,0.13311,0.15164,0.13068,0.15281,0.12205,0.14026,0.12082,0.13973,0.12531,0.12488,0.09964,0.12926,0.09643,0.12488,0.11342,0.11800,0.09861,0.09682,0.08774,0.13272,0.09995
18,STEI,58,1,-10.71,-10.37,0.0000,1309,0.0916,0,-27.9,-55.2,0,,CLEAR,-0.754,-3803.997,0.662,2.500,0,0.10740,0.10908,0.09453,0.09541,0.11319,0.11435,0.10809,0.10826,0.09462,0.10983,0.10953,0.08559,0.08557,0.08129,0.08525,0.06378,0.06266,0.04853,0.05996,0.02944,0.06781,0.05625,0.06347,0.06344,0.07323,0.15122,0.15975,0.13645,0.14574,0.14171,0.15381,0.12318,0.13061,0.12286,0.13008,0.12286,0.13552,0.12061,0.13707,0.12073,0.12362,0.10461,0.11795,0.09308,0.11859,0.11409,0.12019,0.09044,0.13179,0.08857
19,STEI,59,1,-10.06,-9.86,0.0000,-8990,0.0912,0,-28.2,-54.3,0,,CLEAR,-0.677,-8768.905,0.709,2.500,0,0.12466,0.09734,0.09543,0.09654,0.10548,0.09615,0.10075,0.09269,0.11777,0.09314,0.09473,0.08866,0.10463,0.06158,0.07287,0.06224,0.05329,0.03884,0.05663,0.05051,0.06941,0.04129,0.05379,0.04458,0.08103,0.14668,0.14853,0.13711,0.15043,0.14390,0.14710,0.13071,0.14631,0.14482,0.14708,0.13221,0.14646,0.10938,0.11321,0.11016,0.12068,0.10048,0.11819,0.09425,0.12181,0.09277,0.11695,0.08599,0.11728,0.08308
20,STEI,60,1,-10.77,-10.54,0.0000,-1068,0.0913,0,-28.3,-54.8,0,,CLEAR,-0.561,1982.670,0.676,2.500,0,0.08850,0.10692,0.08860,0.09158,0.10265,0.10111,0.09913,0.09080,0.10084,0.10225,0.09247,0.09578,0.08537,0.07513,0.07479,0.06135,0.06035,0.05029,0.05381,0.05989,0.03663,0.04210,0.06492,0.05791,0.06445,0.15938,0.14994,0.14638,0.15439,0.14142,0.13108,0.14176,0.15336,0.14075,0.14014,0.13162,0.12920,0.11136,0.10931,0.11152,0.11906,0.08352,0.12749,0.10095,0.12975,0.09081,0.11382,0.10274,0.11546,0.08595
21,STEI,61,1,-9.68,-9.04,0.0000,-5142,0.0914,0,-28.0,-53.8,0,,CLEAR,-0.429,-11146.261,0.675,2.500,0,0.08585,0.08921,0.09808,0.08782,0.10715,0.10159,0.11121,0.08528,0.11962,0.11255,0.09578,0.08750,0.09401,0.08256,0.05688,0.05171,0.06353,0.04631,0.05502,0.03088,0.06296,0.05279,0.07165,0.05587,0.09061,0.13417,0.14685,0.12327,0.14667,0.15562,0.14754,0.12050,0.14502,0.13610,0.14639,0.12167,0.14696,0.12387,0.12949,0.08873,0.13124,0.08934,0.13936,0.10059,0.14434,0.09854,0.12492,0.08647,0.12917,0.10584
22,STEI,62,1,-10.33,-9.78,0.0000,-12670,0.0911,0,-28.0,-53.6,0,,CLEAR,-0.341,-8945.635,0.719,2.500,0,0.11516,0.08718,0.10721,0.08781,0.11424,0.09924,0.11612,0.09231,0.11647,0.09325,0.10757,0.07631,0.10759,0.05451,0.07890,0.05101,0.07409,0.03899,0.06910,0.04614,0.07177,0.05283,0.06738,0.06296,0.08256,0.12908,0.15244,0.11858,0.16706,0.14957,0.15572,0.11507,0.14115,0.12898,0.13890,0.11516,0.13387,0.11368,0.14217,0.10792,0.14364,0.10372,0.13419,0.09090,0.12103,0.09860,0.12247,0.08928,0.11760,0.09666
23,STEI,63,1,-12.59,-11.80,0.0000,-3796,0.0911,0,-27.5,-54.4,0,,CLEAR,-0.327,2815.166,0.704,2.500,0,0.10284,0.11835,0.10064,0.08869,0.11776,0.10590,0.12113,0.11896,0.11154,0.10615,0.10057,0.09413,0.10135,0.08389,0.07592,0.06502,0.06959,0.04941,0.04739,0.03848,0.05871,0.06138,0.07048,0.06457,0.08090,0.13668,0.13914,0.13318,0.17091,0.14219,0.15332,0.13177,0.13692,0.15427,0.14899,0.13591,0.13553,0.11907,0.14629,0.11816,0.12500,0.11096,0.12358,0.11188,0.11620,0.10994,0.12980,0.09980,0.13421,0.09704
24,STEI,64,1,-11.34,-11.02,0.0000,-9198,0.0916,0,-27.7,-54.5,0,,CLEAR,-0.273,-9786.978,0.618,2.500,0,0.09963,0.09954,0.10435,0.10414,0.11239,0.10495,0.11063,0.10271,0.12746,0.10501,0.11182,0.09612,0.08393,0.07330,0.06714,0.06551,0.06097,0.03737,0.05585,0.05439,0.06639,0.05680,0.07699,0.05094,0.08902,0.13056,0.14330,0.13745,0.15811,0.13394,0.15306,0.15072,0.14062,0.13104,0.13729,0.13734,0.14011,0.11766,0.13580,0.10634,0.12551,0.11333,0.12735,0.10598,0.13211,0.10233,0.11804,0.08934,0.13143,0.09265
25,STEI,65,1,-12.05,-11.26,0.0000,7367,0.0911,0,-27.9,-54.2,0,,CLEAR,-0.237,-376.815,0.685,2.500,0,0.10500,0.09857,0.11491,0.11113,0.11085,0.10233,0.09908,0.10101,0.11911,0.10249,0.10914,0.08531,0.08445,0.08707,0.06487,0.05485,0.05866,0.06288,0.03856,0.05514,0.05359,0.05794,0.06647,0.06677,0.07823,0.15001,0.13168,0.14537,0.14351,0.14643,0.13739,0.16185,0.15336,0.13204,0.12928,0.11630,0.13334,0.11564,0.12480,0.12203,0.11424,0.10325,0.12172,0.10509,0.12603,0.09852,0.12081,0.09451,0.11510,0.08813
26,STEI,66,1,-12.68,-10.29,0.0000,-5014,0.0913,0,-27.9,-54.6,0,,CLEAR,-0.147,-5654.283,0.615,2.500,0,0.09926,0.09246,0.10934,0.11588,0.11345,0.09071,0.11115,0.09124,0.11778,0.10716,0.08672,0.07798,0.10580,0.07913,0.06003,0.06078,0.06207,0.05319,0.06122,0.05172,0.06011,0.04732,0.05310,0.04440,0.07206,0.14055,0.14411,0.13414,0.16099,0.12832,0.13923,0.13839,0.15601,0.14545,0.14989,0.13194,0.13386,0.12121,0.12799,0.11229,0.13096,0.09593,0.12975,0.09981,0.11582,0.08737,0.11911,0.10834,0.11604,0.10120
27,STEI,67,1,-10.55,-9.05,0.0000,-17414,0.0911,0,-28.3,-54.6,0,,CLEAR,-0.162,-5194.900,0.683,2.500,0,0.10465,0.09449,0.09713,0.09202,0.10178,0.08504,0.10061,0.08092,0.11765,0.09693,0.09708,0.08193,0.10066,0.06380,0.07200,0.05374,0.05469,0.04599,0.04747,0.03456,0.06910,0.04112,0.05256,0.05367,0.06971,0.14055,0.13624,0.14483,0.15599,0.13511,0.14457,0.13381,0.13836,0.12472,0.13749,0.12260,0.14198,0.12618,0.13390,0.09612,0.12049,0.10349,0.12195,0.08891,0.11877,0.10182,0.11825,0.08378,0.11120,0.09704
28,STEI,68,1,-9.39,-7.59,0.0000,-16867,0.0912,0,-28.2,-55.4,0,,CLEAR,-0.150,7127.329,0.631,2.500,0,0.08644,0.08993,0.07934,0.09425,0.11080,0.10709,0.09444,0.10208,0.11863,0.08665,0.10080,0.08382,0.08247,0.08000,0.06870,0.04590,0.06997,0.05864,0.04558,0.02381,0.05581,0.05849,0.05339,0.06663,0.07253,0.13667,0.14350,0.12708,0.15545,0.13452,0.14982,0.13485,0.15563,0.14915,0.12965,0.12126,0.14833,0.10869,0.12622,0.10575,0.13111,0.10829,0.11918,0.10566,0.11314,0.09667,0.11207,0.09129,0.12131,0.09777
29,STEI,69,1,-11.31,-10.56,0.0000,-11499,0.0918,0,-27.8,-53.8,0,,CLEAR,-0.080,4817.506,0.388,2.500,0,0.10829,0.11320,0.09414,0.11220,0.11003,0.09796,0.10538,0.10375,0.10708,0.10073,0.10367,0.07261,0.09315,0.07434,0.06853,0.05372,0.06432,0.04777,0.05605,0.04131,0.05726,0.05489,0.05765,0.04859,0.07400,0.14389,0.13931,0.12499,0.16166,0.12107,0.14477,0.13467,0.14996,0.15076,0.13231,0.13421,0.14842,0.12368,0.13012,0.12258,0.12696,0.10937,0.10835,0.09499,0.12844,0.09896,0.10733,0.09675,0.13560,0.09131
30,STEI,70,1,-11.24,-11.82,0.0000,-2094,0.0911,0,-27.8,-54.6,0,,CLEAR,-0.122,3211.017,0.610,2.500,0,0.10041,0.10427,0.09846,0.10646,0.09984,0.09431,0.11051,0.10280,0.10503,0.12215,0.11064,0.08919,0.09089,0.08043,0.07242,0.08053,0.07346,0.05705,0.06118,0.04255,0.06907,0.06466,0.07110,0.05079,0.08049,0.14019,0.13993,0.15019,0.14636,0.12831,0.14536,0.12693,0.15155,0.13255,0.13135,0.12510,0.15039,0.12578,0.13152,0.10339,0.13462,0.11054,0.12711,0.09851,0.12070,0.09818,0.13113,0.09256,0.11029,0.10012
31,STEI,71,1,-12.02,-12.70,0.0000,2494,0.0915,0,-27.6,-55.2,0,,CLEAR,-0.058,3977.929,0.293,2.500,0,0.09423,0.09013,0.08765,0.09728,0.10300,0.11548,0.11682,0.11038,0.11214,0.10171,0.10086,0.09484,0.09411,0.09624,0.07397,0.07063,0.05951,0.05483,0.05107,0.04514,0.06408,0.06020,0.06619,0.07961,0.08046,0.14891,0.14653,0.13402,0.15227,0.15068,0.14257,0.13879,0.14004,0.14911,0.14043,0.13868,0.15299,0.14261,0.14192,0.12916,0.13008,0.10841,0.11999,0.09457,0.12873,0.10720,0.12002,0.11330,0.11829,0.10824
32,STEI,72,1,-10.52,-12.03,0.0000,1853,0.0915,0,-27.7,-54.0,0,,CLEAR,-0.022,5651.600,0.133,2.500,0,0.11189,0.10935,0.11541,0.10352,0.10508,0.10570,0.10854,0.09021,0.11249,0.10960,0.10428,0.09427,0.08754,0.08970,0.08019,0.06008,0.05918,0.06055,0.05468,0.05795,0.05121,0.06746,0.05150,0.06868,0.07842,0.14520,0.15061,0.15140,0.15410,0.14917,0.14378,0.12411,0.15290,0.14091,0.14254,0.13234,0.12402,0.12349,0.13392,0.10874,0.12046,0.11493,0.11547,0.10606,0.12487,0.11076,0.11851,0.10565,0.11210,0.08580
33,STEI,73,1,-11.27,-8.85,0.0000,-13968,0.0918,0,-28.0,-54.0,0,,CLEAR,0.014,-6623.631,0.118,2.500,0,0.10927,0.09627,0.10541,0.10229,0.08895,0.10596,0.09735,0.09662,0.11299,0.09766,0.10126,0.09064,0.08967,0.07407,0.06712,0.04624,0.06332,0.04913,0.03856,0.04012,0.05975,0.04316,0.05912,0.04742,0.06625,0.13215,0.15094,0.14424,0.16304,0.14198,0.14815,0.12492,0.13899,0.12719,0.13539,0.12049,0.14665,0.12946,0.12892,0.10612,0.11704,0.10558,0.12846,0.11272,0.11744,0.10294,0.12508,0.09141,0.12172,0.09215
34,STEI,74,1,-11.48,-9.85,0.0000,-3744,0.0913,0,-28.0,-54.6,0,,CLEAR,-0.047,1146.447,0.238,2.500,0,0.10472,0.08914,0.10705,0.09562,0.09644,0.09795,0.09061,0.10130,0.12334,0.09652,0.08533,0.08248,0.08908,0.06200,0.05689,0.05060,0.05224,0.04626,0.04455,0.04735,0.06804,0.05629,0.05195,0.05169,0.06666,0.13504,0.13648,0.13061,0.15826,0.15309,0.13900,0.13245,0.14875,0.14046,0.13636,0.13746,0.13654,0.12723,0.13738,0.11442,0.13776,0.10469,0.12990,0.09934,0.11924,0.09682,0.12422,0.09473,0.10832,0.10525
35,STEI,75,1,-8.47,-9.67,0.0000,-9828,0.0917,0,-28.1,-54.6,0,,CLEAR,0.002,-10082.666,0.140,2.500,0,0.11026,0.09373,0.10806,0.10008,0.10260,0.08099,0.10592,0.11390,0.12072,0.09383,0.08687,0.08840,0.09104,0.09313,0.06538,0.04890,0.06813,0.04194,0.04872,0.04151,0.06413,0.06041,0.05516,0.06300,0.07008,0.13269,0.14161,0.14086,0.15578,0.14393,0.14193,0.12893,0.15584,0.14262,0.13930,0.11762,0.15422,0.11115,0.12037,0.10433,0.13645,0.10340,0.13414,0.10063,0.11541,0.09611,0.11915,0.07823,0.11878,0.08243
36,STEI,76,1,-11.38,-11.31,0.0000,-1702,0.0920,0,-27.6,-55.2,0,,CLEAR,0.028,2027.876,0.143,2.500,0,0.11815,0.10148,0.10886,0.09310,0.11468,0.09508,0.11304,0.10332,0.10464,0.10774,0.10941,0.09588,0.09726,0.07575,0.08905,0.05579,0.05876,0.05667,0.05450,0.04235,0.06137,0.05279,0.06575,0.04992,0.07891,0.15146,0.13049,0.14354,0.15468,0.15184,0.14466,0.13410,0.15841,0.13753,0.15305,0.13590,0.14319,0.13017,0.13385,0.10579,0.12983,0.10980,0.12993,0.10239,0.13235,0.11712,0.12238,0.09464,0.11896,0.10515
37,STEI,77,1,-13.06,-11.43,0.0000,21840,0.0914,0,-27.5,-54.7,0,,CLEAR,-0.030,-4652.278,0.162,2.500,0,0.11269,0.12484,0.10823,0.11055,0.10034,0.11456,0.10522,0.10303,0.08966,0.10277,0.10630,0.11937,0.09367,0.08954,0.05743,0.06959,0.06537,0.06961,0.04685,0.05058,0.06084,0.06654,0.06324,0.06340,0.06896,0.15168,0.13383,0.14981,0.14693,0.14392,0.15391,0.16453,0.15660,0.15385,0.13205,0.14542,0.12922,0.13869,0.13610,0.11742,0.12092,0.11948,0.11186,0.12364,0.11718,0.11193,0.11359,0.11562,0.10299,0.10520
38,STEI,78,1,-12.07,-10.81,0.0000,-1321,0.0919,0,-27.5,-54.3,0,,CLEAR,0.025,-2663.975,0.128,2.500,0,0.10855,0.11261,0.10215,0.10305,0.09894,0.11285,0.11238,0.12148,0.12446,0.09730,0.12294,0.07948,0.09962,0.06727,0.05497,0.07387,0.06796,0.05161,0.04309,0.04858,0.08055,0.06210,0.05141,0.06137,0.09721,0.14947,0.13652,0.13268,0.16402,0.15625,0.14772,0.14099,0.16368,0.14583,0.14898,0.12482,0.15214,0.11668,0.13246,0.10180,0.13421,0.10443,0.12724,0.11264,0.12535,0.11878,0.11796,0.10164,0.12797,0.09621
39,STEI,79,1,-11.51,-10.43,0.0000,-867,0.0918,0,-27.8,-54.5,0,,CLEAR,0.005,5740.632,0.072,2.500,0,0.11181,0.10519,0.10041,0.09971,0.11240,0.09871,0.10390,0.12379,0.08645,0.10007,0.11437,0.08456,0.09059,0.08119,0.08110,0.05788,0.04858,0.05916,0.06001,0.03897,0.07204,0.07796,0.05796,0.05222,0.08739,0.15145,0.14289,0.13774,0.15850,0.15158,0.15017,0.12630,0.14312,0.13889,0.14698,0.12501,0.14195,0.12163,0.14420,0.09952,0.13451,0.09069,0.13566,0.10375,0.11933,0.10632,0.11816,0.10505,0.10337,0.09213
40,STEI,80,1,-9.92,-8.80,0.0000,-14781,0.0920,0,-28.3,-54.5,0,,CLEAR,0.019,-6368.152,0.128,2.500,0,0.10078,0.09112,0.12369,0.09882,0.08455,0.10083,0.11949,0.07342,0.11843,0.08030,0.09603,0.08056,0.08578,0.06983,0.07477,0.04974,0.07460,0.04993,0.05401,0.04262,0.05859,0.04998,0.06472,0.04765,0.07867,0.13494,0.14835,0.12183,0.15476,0.13617,0.14921,0.12748,0.14367,0.12416,0.13847,0.11634,0.15100,0.11779,0.11848,0.10020,0.14396,0.09686,0.11148,0.09157,0.11860,0.09940,0.11224,0.08246,0.11181,0.09383
